"BehaviorSpace results (NetLogo 6.0.4)"
"Local SI.nlogo"
"experiment"
"08/14/2019 12:16:32:288 -0230"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","r","d","alpha","beta","[step]","pSS","pSI","pS0","pII","pI0","p00","time-events"
"1","4","1","0","4","83","0.9665014866204162","0.010901883052527254","0.02001982160555005","0.0019821605550049554","1.9821605550049553E-4","3.9643211100099106E-4","0.024274365539873166"
"1","4","1","0","4","84","0.9660983346550357","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","3.965107057890563E-4","0.02447024315465271"
"1","4","1","0","4","85","0.966508125247721","0.01109789932619897","0.019619500594530322","0.002179944510503369","1.9817677368212446E-4","3.9635354736424893E-4","0.024973037821341377"
"1","4","1","0","4","86","0.9660983346550357","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","3.965107057890563E-4","0.024994585668870535"
"1","4","1","0","4","87","0.9657018239492466","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","7.930214115781126E-4","0.02503014207290956"
"1","4","1","0","4","88","0.9661117717003567","0.01109789932619897","0.019619500594530322","0.002179944510503369","1.9817677368212446E-4","7.927070947284979E-4","0.025210972847768354"
"1","4","1","0","4","89","0.9665213946117274","0.011093502377179081","0.01921553090332805","0.002179080824088748","1.9809825673534074E-4","7.92393026941363E-4","0.025455353443531656"
"1","4","1","0","4","90","0.9661117717003567","0.01109789932619897","0.019619500594530322","0.002179944510503369","1.9817677368212446E-4","7.927070947284979E-4","0.02556078690658969"
"1","4","1","0","4","91","0.9657018239492466","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","7.930214115781126E-4","0.025563058076344194"
"1","4","1","0","4","92","0.9661117717003567","0.01109789932619897","0.019619500594530322","0.002179944510503369","1.9817677368212446E-4","7.927070947284979E-4","0.025872112545094157"
"1","4","1","0","4","93","0.9657018239492466","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","7.930214115781126E-4","0.02627907000409249"
"1","4","1","0","4","94","0.9661117717003567","0.01109789932619897","0.019619500594530322","0.002179944510503369","1.9817677368212446E-4","7.927070947284979E-4","0.027098071823231432"
"1","4","1","0","4","95","0.9657018239492466","0.011102299762093577","0.020023790642347345","0.0021808088818398097","1.9825535289452815E-4","7.930214115781126E-4","0.027463039477401963"
"1","4","1","0","4","96","0.9652915509718366","0.011106703689012296","0.02042840142800476","0.00218167393891313","1.9833399444664816E-4","7.933359777865926E-4","0.027499125956217584"
"1","4","1","0","4","97","0.9648809523809524","0.011111111111111112","0.020833333333333332","0.0021825396825396826","1.984126984126984E-4","7.936507936507937E-4","0.02756915485858483"
"1","4","1","0","4","98","0.9644770787854733","0.011311768207977774","0.020837467751538004","0.0023814248858900575","1.9845207382417147E-4","7.938082952966859E-4","0.02778269960902233"
"1","4","1","0","4","99","0.9640730448590711","0.01131401349741961","0.021040095275903135","0.0023818975784041284","1.984914648670107E-4","9.924573243350536E-4","0.027825704210750913"
"1","4","1","0","4","100","0.9636688505062537","0.011514790549930515","0.02104427238435577","0.0025809013301568394","1.985308715505261E-4","9.926543577526306E-4","0.02814216027620268"
"1","4","1","0","4","101","0.9632571996027806","0.011519364448857995","0.02144985104270109","0.0025819265143992055","1.9860973187686197E-4","9.930486593843098E-4","0.028947280315238723"
"1","4","1","0","4","102","0.9628452215378502","0.011523941982912775","0.021855752036558714","0.0025829525134114842","1.9868865487780648E-4","9.934432743890324E-4","0.029665040498648484"
"1","4","1","0","4","103","0.9632571996027806","0.011519364448857995","0.02144985104270109","0.0025819265143992055","1.9860973187686197E-4","9.930486593843098E-4","0.030010024980446706"
"1","4","1","0","4","104","0.9628526023043306","0.011720301946762018","0.021454112038140644","0.0027810885975367503","1.986491855383393E-4","9.932459276916965E-4","0.03036841062947701"
"1","4","1","0","4","105","0.9624403815580286","0.01172496025437202","0.021860095389507155","0.0027821939586645467","1.987281399046105E-4","9.936406995230524E-4","0.031427340971174854"
"1","4","1","0","4","106","0.962027833001988","0.01172962226640159","0.022266401590457258","0.002783300198807157","1.9880715705765408E-4","9.940357852882703E-4","0.03180251419279388"
"1","4","1","0","4","107","0.9616149562450278","0.011734287987271282","0.022673031026252982","0.0027844073190135244","1.988862370723946E-4","9.94431185361973E-4","0.03191057288238131"
"1","4","1","0","4","108","0.9612017508953442","0.011738957421408675","0.023079984082769598","0.002785515320334262","1.9896538002387584E-4","9.948269001193793E-4","0.03193772707695767"
"1","4","1","0","4","109","0.9607882165605095","0.011743630573248409","0.023487261146496817","0.002786624203821656","1.9904458598726116E-4","9.952229299363057E-4","0.032295974260431626"
"1","4","1","0","4","110","0.9603743528474711","0.011748307447232178","0.023894862604540025","0.0027877339705296694","1.9912385503783353E-4","9.956192751891676E-4","0.03242675006316093"
"1","4","1","0","4","111","0.9607882165605095","0.011743630573248409","0.023487261146496817","0.002786624203821656","1.9904458598726116E-4","9.952229299363057E-4","0.03268292897052689"
"1","4","1","0","4","112","0.9612017508953442","0.011738957421408675","0.023079984082769598","0.002785515320334262","1.9896538002387584E-4","9.948269001193793E-4","0.03279005989845502"
"1","4","1","0","4","113","0.9607960199004976","0.011940298507462687","0.02308457711442786","0.0029850746268656717","1.990049751243781E-4","9.950248756218905E-4","0.032988298276916156"
"1","4","1","0","4","114","0.960390127388535","0.01194267515923567","0.023288216560509552","0.0029856687898089174","1.9904458598726116E-4","0.0011942675159235668","0.033044382618689735"
"1","4","1","0","4","115","0.9608038201352964","0.01193792280143255","0.022881018702745722","0.0029844807003581377","1.9896538002387584E-4","0.001193792280143255","0.03323450013263202"
"1","4","1","0","4","116","0.9603980099502487","0.012139303482587065","0.022885572139303482","0.0031840796019900496","1.990049751243781E-4","0.0011940298507462687","0.0332681292042149"
"1","4","1","0","4","117","0.9608116172667595","0.012134473841257211","0.022478615476427294","0.0031828128108215637","1.9892580067634773E-4","0.0011935548040580863","0.03329280551264832"
"1","4","1","0","4","118","0.9603980099502487","0.012139303482587065","0.022885572139303482","0.0031840796019900496","1.990049751243781E-4","0.0011940298507462687","0.03329392660464757"
"1","4","1","0","4","119","0.9599840732629903","0.012144136969938284","0.023292852876766874","0.0031853474019510252","1.9908421262193908E-4","0.0011945052757316346","0.03341823520265332"
"1","4","1","0","4","120","0.9595698068113921","0.012148974307906792","0.023700458076080462","0.003186616211909978","1.9916351324437363E-4","0.0011949810794662419","0.033445457386273136"
"1","4","1","0","4","121","0.9599840732629903","0.012144136969938284","0.023292852876766874","0.0031853474019510252","1.9908421262193908E-4","0.0011945052757316346","0.03402766134797794"
"1","4","1","0","4","122","0.9595698068113921","0.012148974307906792","0.023700458076080462","0.003186616211909978","1.9916351324437363E-4","0.0011949810794662419","0.034137842637041345"
"1","4","1","0","4","123","0.9591552102012353","0.012153815501095835","0.024108388125124527","0.0031878860330743176","1.9924287706714485E-4","0.001195457262402869","0.03431257447783245"
"1","4","1","0","4","124","0.9587402830376719","0.012158660554116005","0.024516643412397846","0.0031891568666533787","1.9932230416583617E-4","0.001195933824995017","0.03532424023956412"
"1","4","1","0","4","125","0.9583250249252243","0.012163509471585244","0.024925224327018942","0.0031904287138584246","1.9940179461615153E-4","0.0011964107676969093","0.035614041766814014"
"1","4","1","0","4","126","0.9579094354677837","0.012168362258128866","0.02533413125872731","0.003191701575902653","1.9948134849391582E-4","0.0011968880909634949","0.03576174874844279"
"1","4","1","0","4","127","0.9574935142686091","0.012173218918379565","0.025743364597884653","0.0031929754540011976","1.9956096587507485E-4","0.001197365795250449","0.03581256829068336"
"1","4","1","0","4","128","0.9579094354677837","0.012168362258128866","0.02533413125872731","0.003191701575902653","1.9948134849391582E-4","0.0011968880909634949","0.036462661282832626"
"1","4","1","0","4","129","0.9583167132030315","0.012165935380933387","0.02512963701635421","0.0031910650179497405","1.9944156362185878E-4","9.97207818109294E-4","0.036614499154349354"
"1","4","1","0","4","130","0.957901037509976","0.012170790103750998","0.025538707102952914","0.0031923383878691143","1.9952114924181964E-4","9.976057462090981E-4","0.036661857936007694"
"1","4","1","0","4","131","0.9574850299401197","0.012175648702594811","0.02594810379241517","0.0031936127744510976","1.996007984031936E-4","9.98003992015968E-4","0.03667542548208981"
"1","4","1","0","4","132","0.9570686900958466","0.012180511182108627","0.026357827476038338","0.003194888178913738","1.9968051118210862E-4","9.98402555910543E-4","0.036801923110397136"
"1","4","1","0","4","133","0.9574850299401197","0.012175648702594811","0.02594810379241517","0.0031936127744510976","1.996007984031936E-4","9.98003992015968E-4","0.03687480680030278"
"1","4","1","0","4","134","0.9570772609303254","0.01217807945697744","0.026152924735476143","0.003194250349371132","1.9964064683569574E-4","0.0011978438810141745","0.03691265617739769"
"1","4","1","0","4","135","0.9566606750549231","0.012182943878570001","0.026562812063111643","0.003195526263231476","1.9972039145196724E-4","0.0011983223487118035","0.036994976030952996"
"1","4","1","0","4","136","0.9562524970035957","0.012385137834598482","0.02656811825809029","0.0033959248901318418","1.9976028765481422E-4","0.0011985617259288853","0.037255647608758206"
"1","4","1","0","4","137","0.9558441558441558","0.012587412587412588","0.026573426573426574","0.0035964035964035964","1.998001998001998E-4","0.0011988011988011988","0.0372607900319384"
"1","4","1","0","4","138","0.9554356514788169","0.012789768185451638","0.026578737010391686","0.0037969624300559553","1.9984012789768185E-4","0.001199040767386091","0.03742998230836238"
"1","4","1","0","4","139","0.9551224387806097","0.012693653173413293","0.02688655672163918","0.0037981009495252375","2.998500749625187E-4","0.0011994002998500749","0.03747112607295626"
"1","4","1","0","4","140","0.9547226386806597","0.012693653173413293","0.02688655672163918","0.004197901049475262","2.998500749625187E-4","0.0011994002998500749","0.037512533410110994"
"1","4","1","0","4","141","0.9544091181763648","0.01259748050389922","0.027194561087782444","0.004199160167966407","3.999200159968006E-4","0.0011997600479904018","0.038388799122014955"
"1","4","1","0","4","142","0.953990798159632","0.01260252050410082","0.027605521104220845","0.004200840168033607","4.0008001600320064E-4","0.001200240048009602","0.0385496477658716"
"1","4","1","0","4","143","0.9535814325730292","0.012605042016806723","0.02781112444977991","0.004201680672268907","4.0016006402561027E-4","0.0014005602240896359","0.038951668826747464"
"1","4","1","0","4","144","0.9531719031418852","0.01280768461076646","0.027816690014008404","0.004402641584950971","4.0024014408645187E-4","0.0014008405043025814","0.03928533076148334"
"1","4","1","0","4","145","0.9535814325730292","0.012805122048819529","0.027611044417767107","0.004401760704281713","4.0016006402561027E-4","0.0012004801920768306","0.03943694105839969"
"1","4","1","0","4","146","0.9531719031418852","0.013007804682809685","0.02761656994196518","0.004602761656994196","4.0024014408645187E-4","0.0012007204322593557","0.0396918119558893"
"1","4","1","0","4","147","0.9535907181436287","0.01300260052010402","0.027205441088217642","0.004600920184036807","4.0008001600320064E-4","0.001200240048009602","0.039848993913428714"
"1","4","1","0","4","148","0.954","0.013","0.027","0.0046","4.0E-4","0.001","0.04018783026438557"
"1","4","1","0","4","149","0.9535907181436287","0.01300260052010402","0.027205441088217642","0.004600920184036807","4.0008001600320064E-4","0.001200240048009602","0.04045040168831227"
"1","4","1","0","4","150","0.9531719031418852","0.013007804682809685","0.02761656994196518","0.004602761656994196","4.0024014408645187E-4","0.0012007204322593557","0.04179670546234279"
"1","4","1","0","4","151","0.9527527527527527","0.013013013013013013","0.028028028028028028","0.004604604604604604","4.004004004004004E-4","0.0012012012012012011","0.04286963579128509"
"1","4","1","0","4","152","0.9531625300240192","0.01301040832666133","0.027822257806244997","0.004603682946357086","4.0032025620496394E-4","0.0010008006405124099","0.042919596276848195"
"1","4","1","0","4","153","0.9535814325730292","0.013005202080832333","0.027410964385754303","0.004601840736294518","4.0016006402561027E-4","0.0010004001600640256","0.04300129882584919"
"1","4","1","0","4","154","0.9531625300240192","0.01301040832666133","0.027822257806244997","0.004603682946357086","4.0032025620496394E-4","0.0010008006405124099","0.043085498486949196"
"1","4","1","0","4","155","0.9527432919503404","0.013015618742490988","0.028233880656788144","0.00460552663195835","4.0048057669203043E-4","0.001001201441730076","0.043499565263406835"
"1","4","1","0","4","156","0.952323717948718","0.013020833333333334","0.028645833333333332","0.004607371794871795","4.0064102564102563E-4","0.001001602564102564","0.04352075908977735"
"1","4","1","0","4","157","0.9527432919503404","0.013015618742490988","0.028233880656788144","0.00460552663195835","4.0048057669203043E-4","0.001001201441730076","0.043934970165444315"
"1","4","1","0","4","158","0.9524286429644466","0.012919379068602905","0.028542814221331998","0.004606910365548322","5.00751126690035E-4","0.00100150225338007","0.04401917180379242"
"1","4","1","0","4","159","0.9520088167518285","0.012924556657649534","0.028955014527602446","0.004608756637611462","5.009518084360284E-4","0.0010019036168720569","0.04402458370068147"
"1","4","1","0","4","160","0.9524286429644466","0.012919379068602905","0.028542814221331998","0.004606910365548322","5.00751126690035E-4","0.00100150225338007","0.044025217105779044"
"1","4","1","0","4","161","0.9528481329462408","0.012914205626188807","0.028130944038442286","0.004605065572129342","5.005506056662329E-4","0.0010011012113324658","0.04409147443789258"
"1","4","1","0","4","162","0.9524286429644466","0.012919379068602905","0.028542814221331998","0.004606910365548322","5.00751126690035E-4","0.00100150225338007","0.04427593952809273"
"1","4","1","0","4","163","0.9520088167518285","0.012924556657649534","0.028955014527602446","0.004608756637611462","5.009518084360284E-4","0.0010019036168720569","0.044288976195943255"
"1","4","1","0","4","164","0.9524286429644466","0.012919379068602905","0.028542814221331998","0.004606910365548322","5.00751126690035E-4","0.00100150225338007","0.04513716729069845"
"1","4","1","0","4","165","0.9520088167518285","0.012924556657649534","0.028955014527602446","0.004608756637611462","5.009518084360284E-4","0.0010019036168720569","0.04518095501205765"
"1","4","1","0","4","166","0.9515983565487524","0.012927147008718309","0.02916123860106223","0.004609680328690249","5.010522096402445E-4","0.0012025253031365869","0.045231786743546755"
"1","4","1","0","4","167","0.9520088167518285","0.012924556657649534","0.028955014527602446","0.004608756637611462","5.009518084360284E-4","0.0010019036168720569","0.045236861596227806"
"1","4","1","0","4","168","0.9515886539039792","0.012929738398316126","0.029367545354314923","0.0046106043900972235","5.011526510975244E-4","0.0010023053021950487","0.04536357087208643"
"1","4","1","0","4","169","0.9511681540158428","0.012934924295598114","0.029780407099167752","0.004612453624786924","5.01353654868144E-4","0.001002707309736288","0.045754584445473756"
"1","4","1","0","4","170","0.9507473166817133","0.012940114354498947","0.030193600160497543","0.004614304343464741","5.015548199418196E-4","0.0010031096398836392","0.0458202720403921"
"1","4","1","0","4","171","0.9511681540158428","0.012934924295598114","0.029780407099167752","0.004612453624786924","5.01353654868144E-4","0.001002707309736288","0.046297218631006186"
"1","4","1","0","4","172","0.9507571958680172","0.012937518804533147","0.02998696219035202","0.004613378798515696","5.014542172299669E-4","0.0012034901213519205","0.04659380504979338"
"1","4","1","0","4","173","0.9503361091602287","0.012942710946122203","0.03040032105949634","0.00461523025985753","5.016554630279924E-4","0.0012039731112671818","0.04678559632268055"
"1","4","1","0","4","174","0.9499146843320285","0.012947907256850346","0.030814011843822143","0.004617083207869116","5.01856870420556E-4","0.0012044564890093346","0.04699966723632277"
"1","4","1","0","4","175","0.9494929209760016","0.01295310774174114","0.031228034943267396","0.004618937644341801","5.020584396023697E-4","0.0012049402550456873","0.04786433183971878"
"1","4","1","0","4","176","0.9490810485085869","0.01315657326503967","0.03123430752234609","0.004820729135281711","5.021592849251782E-4","0.0012051822838204278","0.04790439019645665"
"1","4","1","0","4","177","0.9487746082764162","0.013258336681398152","0.031137002812374446","0.0050220972278023305","6.026516673362796E-4","0.0012053033346725592","0.04809782593386871"
